file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q138_??????????\f1\Node.java,é.Node,Node/1[int],true,8,0,1,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\hash??\q1_????\f1\Solution.java,hashç.Solution,"twoSum/2[int[],int]",false,7,1,0,0,0,4,0,13,2,3,2,0,0,0,2,1,0,0,0,5,5,2,3,0,0,0,7,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???????\q450_???????????\Solution.java,äºŒå.Solution,removeMax/1[äºŒå.TreeNode],false,45,2,3,2,1,2,1,7,2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,6,2,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???????\q450_???????????\Solution.java,äºŒå.Solution,"deleteNode/2[äºŒå.TreeNode,int]",false,7,2,6,2,4,6,3,26,6,2,2,3,3,1,0,3,0,0,0,0,8,0,1,0,0,0,11,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???????\q450_???????????\Solution.java,äºŒå.Solution,maximum/1[äºŒå.TreeNode],false,53,2,3,2,1,2,1,6,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???????\q450_???????????\Solution.java,äºŒå.Solution,main/1[java.lang.String[]],false,60,2,3,0,3,1,1,6,0,2,1,1,1,2,0,0,0,0,0,3,3,0,0,0,0,0,7,9,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??????\q141_????\f1\ListNode.java,å.ListNode,ListNode/1[int],true,8,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f2\MyQueue.java,MyQueue,pop/0,false,28,0,0,0,0,3,3,8,1,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,12,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f2\MyQueue.java,MyQueue,empty/0,false,46,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f2\MyQueue.java,MyQueue,MyQueue/0,true,15,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f2\MyQueue.java,MyQueue,push/1[int],false,20,0,0,0,0,2,2,6,0,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,9,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f2\MyQueue.java,MyQueue,peek/0,false,38,0,0,0,0,2,2,6,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f1\MyQueue.java,æ.MyQueue,peek/0,false,43,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f1\MyQueue.java,æ.MyQueue,empty/0,false,48,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f1\MyQueue.java,æ.MyQueue,MyQueue/0,true,15,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f1\MyQueue.java,æ.MyQueue,push/1[int],false,20,0,0,0,0,4,4,12,0,0,1,4,0,0,2,0,0,0,0,0,1,0,1,0,0,0,9,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\f1\MyQueue.java,æ.MyQueue,pop/0,false,34,0,0,0,0,2,3,7,1,1,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\????????\MaxQueue.java,æ.MaxQueue,max_value/0,false,16,0,0,0,0,2,2,3,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\????????\MaxQueue.java,æ.MaxQueue,pop_front/0,false,28,0,0,0,0,4,7,6,1,0,0,7,0,0,0,2,0,0,0,3,0,0,1,0,0,0,2,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\????????\MaxQueue.java,æ.MaxQueue,push_back/1[int],false,20,0,0,0,0,3,5,7,0,0,1,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,3,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q232_??????\????????\MaxQueue.java,æ.MaxQueue,MaxQueue/0,true,11,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\????\Solution.java,å.Solution,main/1[java.lang.String[]],false,9,1,0,0,0,5,3,21,0,7,1,3,0,0,3,0,0,0,0,10,12,3,3,0,0,0,10,9,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q138_??????????\f2\Node.java,Node,Node/1[int],true,8,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q155_???\MinStack.java,æ.MinStack,pop/0,false,31,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q155_???\MinStack.java,æ.MinStack,push/1[int],false,16,0,0,0,0,3,3,16,0,1,1,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q155_???\MinStack.java,æ.MinStack,MinStack/0,true,12,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q155_???\MinStack.java,æ.MinStack,getMin/0,false,40,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q155_???\MinStack.java,æ.MinStack,top/0,false,36,0,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\????????\Main.java,Consumer,run/0,false,51,1,0,0,0,5,9,25,0,1,0,9,0,0,2,1,2,0,1,4,1,1,3,0,0,0,6,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q138_??????????\f1\Solution.java,é.Solution,copyRandomList/1[é.Node],false,12,2,3,1,2,3,4,13,3,1,1,4,1,0,0,1,0,0,0,0,3,0,1,0,0,0,7,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\q236_??????????\TreeNode.java,TreeNode,TreeNode/1[int],true,8,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q102_????????\TreeNode.java,æ.TreeNode,TreeNode/1[int],true,8,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q648_????\Solution.java,å­.Solution,"replaceWords/2[java.util.List<java.lang.String>,java.lang.String]",false,9,1,1,0,1,10,5,28,1,4,2,5,0,0,4,4,0,0,2,1,8,5,3,0,0,0,15,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q56_????\Solution.java,åŒºé.Solution,merge/1[int[][]],false,10,1,0,0,0,4,6,22,2,6,1,6,0,0,1,0,0,0,0,7,7,0,2,0,0,1,11,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q61_????\Solution.java,Solution,"rotateRight/2[ListNode,int]",false,8,1,0,0,0,5,0,21,3,5,2,0,0,0,2,3,0,0,0,3,9,3,1,0,0,0,13,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\???????\Threads.java,å.Threads,Threads/1[java.lang.String],true,17,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\???????\Threads.java,å.Threads,run/0,false,23,0,0,0,0,5,5,17,0,0,0,5,0,0,2,0,1,0,1,1,0,2,3,0,0,0,8,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\???????\Threads.java,å.Threads,main/1[java.lang.String[]],false,39,1,1,0,1,1,2,7,0,1,1,2,0,0,0,0,0,0,3,3,1,0,0,0,0,0,7,9,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???????\q450_???????????\TreeNode.java,äºŒå.TreeNode,TreeNode/1[int],true,8,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q648_????\Solution.java,å­.TrieNode,TrieNode/0,true,46,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q61_????\ListNode.java,ListNode,ListNode/1[int],true,7,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q172_?????\f1\Solution.java,æ.Solution,trailingZeroes/1[int],false,7,0,0,0,0,3,0,11,1,3,1,0,0,0,2,1,0,0,0,5,4,1,2,0,0,0,6,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\q101_?????\f1\TreeNode.java,é€.TreeNode,TreeNode/1[int],true,8,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q1143_???????\Solution.java,åŠ.Solution,"longestCommonSubsequence/2[java.lang.String,java.lang.String]",false,10,1,0,0,0,4,3,18,1,7,2,3,0,0,2,1,0,0,0,11,9,9,3,0,0,0,11,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\??????????\Main.java,å.Main,dlr_dg/1[å.TreeNode],false,12,2,2,1,1,2,2,8,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\??????????\Main.java,å.Main,main/1[java.lang.String[]],false,114,2,3,0,3,1,1,14,0,6,1,1,1,1,0,0,0,0,0,6,11,0,0,0,0,0,12,9,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\??????????\Main.java,å.Main,lrd_dg/1[å.TreeNode],false,76,2,2,1,1,2,2,8,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\??????????\Main.java,å.Main,dlr/1[å.TreeNode],false,26,1,0,0,0,4,4,12,0,1,1,4,0,0,2,2,0,0,0,0,4,0,2,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\??????????\Main.java,å.Main,ldr/1[å.TreeNode],false,58,1,0,0,0,4,4,12,0,1,1,4,0,0,2,2,0,0,0,0,4,0,2,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\??????????\Main.java,å.Main,ldr_dg/1[å.TreeNode],false,44,2,2,1,1,2,2,8,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\??????????\Main.java,å.Main,lrd/1[å.TreeNode],false,90,1,1,1,0,6,7,21,1,3,1,7,0,0,2,3,0,0,0,0,3,0,2,0,0,0,8,1,0,true
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\q21_????????\f1\ListNode.java,é€.ListNode,ListNode/1[int],true,7,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q23_??K?????\ListNode.java,åˆ.ListNode,ListNode/1[int],true,7,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q23_??K?????\Solution.java,åˆ.Solution,"mergeTwoLists/2[åˆ.ListNode,åˆ.ListNode]",false,7,1,2,1,1,6,0,29,4,4,2,0,0,0,2,4,0,0,0,0,11,0,3,0,0,0,12,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\???\q23_??K?????\Solution.java,åˆ.Solution,mergeKLists/1[åˆ.ListNode[]],false,36,2,1,0,1,4,1,13,3,2,1,1,1,1,1,2,0,0,0,5,3,0,1,0,0,0,10,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\q101_?????\f1\Solution.java,é€.Solution,isSymmetric/1[java.util.List<é€.TreeNode>],false,10,1,1,1,0,7,2,21,3,2,1,2,0,0,1,4,0,0,0,3,2,1,2,0,0,0,8,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\q101_?????\f1\Solution.java,é€.Solution,main/1[java.lang.String[]],false,49,2,3,0,3,1,2,16,0,7,1,2,1,2,0,0,0,0,0,7,13,0,0,0,0,0,12,9,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\q101_?????\f1\Solution.java,é€.Solution,isSymmetric/1[é€.TreeNode],false,30,2,2,1,1,5,4,18,2,3,1,4,1,1,2,2,0,0,0,2,4,0,3,0,0,0,11,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\????????\Main.java,Producer,run/0,false,24,1,0,0,0,5,9,25,0,1,0,9,0,0,2,1,2,0,1,3,1,1,3,0,0,0,9,1,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\????\q160_????\ListNode.java,é.ListNode,ListNode/1[int],true,7,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\??????????\TreeNode.java,å.TreeNode,TreeNode/1[int],true,8,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
C:\code\java-repos-evaluation\cloned_repos\yuanguangxin\LeetCode\src\??\????????\Main.java,Main,intToChineseNum/1[int],false,11,1,0,0,0,9,7,32,0,11,1,7,0,0,0,4,0,0,2,18,12,11,3,0,0,0,13,10,0,false
